Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BABA,BABA,BABA,BABA,BABA,BABA
Date,,,,,,
2022-12-13,88.27890014648438,91.41000366210938,94.9800033569336,90.30000305175781,93.44999694824219,21150600
2022-12-14,87.79602813720703,90.91000366210938,91.26499938964844,89.5,91.05999755859375,15575500
2022-12-15,83.25701904296875,86.20999908447266,94.08000183105469,86.05000305175781,93.08999633789062,30419400
2022-12-16,83.81715393066406,86.79000091552734,90.56999969482422,86.61000061035156,88.80000305175781,25084600
2022-12-19,84.17447662353516,87.16000366210938,89.77999877929688,86.5009994506836,89.75,20737000
2022-12-20,82.97694396972656,85.91999816894531,87.19999694824219,85.04000091552734,85.04000091552734,15315400
2022-12-21,84.80220794677734,87.80999755859375,88.38700103759766,85.45999908447266,86.01000213623047,18212900
2022-12-22,84.95673370361328,87.97000122070312,89.69000244140625,86.66999816894531,89.08000183105469,16004800
2022-12-23,82.71620178222656,85.6500015258789,88.6500015258789,85.5199966430664,87.8499984741211,17949300
2022-12-27,86.78199005126953,89.86000061035156,90.68900299072266,86.20999908447266,86.55000305175781,22959900
2022-12-28,84.21310424804688,87.19999694824219,90.1500015258789,86.46499633789062,88.9800033569336,16268800
2022-12-29,86.07699584960938,89.12999725341797,89.5199966430664,87.05999755859375,87.625,12535400
2022-12-30,85.07261657714844,88.08999633789062,89.41000366210938,87.41000366210938,87.44999694824219,11926700
2023-01-03,88.82937622070312,91.9800033569336,94.44999694824219,90.75,91.11000061035156,27891000
2023-01-04,100.36038208007812,103.91999816894531,104.5199966430664,96.97000122070312,98.8499984741211,53291800
2023-01-05,100.9977798461914,104.58000183105469,105.69999694824219,100.63999938964844,101.4000015258789,30400400
2023-01-06,103.72119140625,107.4000015258789,108.0,102.45999908447266,104.11000061035156,21072400
2023-01-09,107.03369903564453,110.83000183105469,113.11000061035156,108.12000274658203,111.98999786376953,42085300
2023-01-10,110.9449691772461,114.87999725341797,115.4800033569336,111.20999908447266,112.97000122070312,33478600
2023-01-11,111.08016967773438,115.0199966430664,115.20999908447266,112.30999755859375,114.5999984741211,22804400
2023-01-12,109.27423095703125,113.1500015258789,113.79000091552734,111.44999694824219,113.66000366210938,16590600
2023-01-13,113.00201416015625,117.01000213623047,117.9800033569336,114.08999633789062,114.5199966430664,25615100
2023-01-17,111.24435424804688,115.19000244140625,117.01000213623047,114.33999633789062,115.5199966430664,16945600
2023-01-18,109.34182739257812,113.22000122070312,116.75,113.04000091552734,116.75,15347900
2023-01-19,112.58674621582031,116.58000183105469,117.0,113.97000122070312,114.0199966430664,18489900
2023-01-20,115.75439453125,119.86000061035156,120.05999755859375,117.80000305175781,118.302001953125,18342700
2023-01-23,115.4356918334961,119.52999877929688,120.30000305175781,118.13700103759766,120.0,13590200
2023-01-24,115.3487777709961,119.44000244140625,120.0,115.0,115.0,7807100
2023-01-25,116.13102722167969,120.25,120.31999969482422,117.5,118.51000213623047,9705000
2023-01-26,116.44007110595703,120.56999969482422,121.30000305175781,118.76200103759766,121.0,11171000
2023-01-27,114.32508087158203,118.37999725341797,119.70999908447266,116.80999755859375,119.69000244140625,18027400
2023-01-30,107.39102172851562,111.19999694824219,113.1500015258789,109.77999877929688,111.69000244140625,21918200
2023-01-31,106.4252700805664,110.19999694824219,112.08000183105469,108.80999755859375,109.41999816894531,15330000
2023-02-01,108.95553588867188,112.81999969482422,113.94999694824219,110.1500015258789,111.86000061035156,16623000
2023-02-02,105.98103332519531,109.73999786376953,112.5250015258789,107.80999755859375,112.5,23396900
2023-02-03,102.68783569335938,106.33000183105469,109.52999877929688,105.80999755859375,108.05000305175781,15982200
2023-02-06,101.83798217773438,105.44999694824219,106.27999877929688,103.22000122070312,103.81999969482422,15337500
2023-02-07,101.88626861572266,105.5,107.3499984741211,103.72000122070312,106.83999633789062,16861700
2023-02-08,101.50962829589844,105.11000061035156,107.13999938964844,103.55000305175781,107.0999984741211,14329500
2023-02-09,104.74488067626953,108.45999908447266,109.80999755859375,107.75,108.5,16281300
2023-02-10,100.09963989257812,103.6500015258789,106.63999938964844,102.79000091552734,105.80000305175781,18776000
2023-02-13,101.20059204101562,104.79000091552734,106.3499984741211,104.1500015258789,105.98999786376953,18538600
2023-02-14,100.65011596679688,104.22000122070312,104.4800033569336,101.8499984741211,103.55000305175781,12978400
2023-02-15,99.54916381835938,103.08000183105469,103.44000244140625,102.0,102.38999938964844,18230200
2023-02-16,99.57814025878906,103.11000061035156,104.5199966430664,102.02999877929688,102.70999908447266,21747100
2023-02-17,96.5843276977539,100.01000213623047,101.08999633789062,99.25,101.0,18121600
